MenuItem Render: [1] 'Dashboard' | Level: 0 | activeMenuId: 1 | isActive: YES | collapseId: menu_1 | url: https://ki-admin.test/dashboard | route_name: dashboard | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1020000] 'Tickets' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1020000 | url: https://ki-admin.test/tickets | route_name: tickets.index | menuUrl: https://ki-admin.test/tickets
MenuItem Render: [1020100] 'Create Ticket' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tickets/create | route_name: tickets.create | menuUrl: https://ki-admin.test/tickets/create
MenuItem Render: [1020200] 'My Tickets' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tickets/my | route_name: tickets.my | menuUrl: https://ki-admin.test/tickets/my
MenuItem Render: [1020300] 'All Tickets' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tickets/all | route_name: tickets.all | menuUrl: https://ki-admin.test/tickets/all
MenuItem Render: [1020400] 'Unassigned' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tickets/unassigned | route_name: tickets.unassigned | menuUrl: https://ki-admin.test/tickets/unassigned
MenuItem Render: [1020500] 'Closed Tickets' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tickets/closed | route_name: tickets.closed | menuUrl: https://ki-admin.test/tickets/closed
MenuItem Render: [1020600] 'Templates' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tickets/templates | route_name: tickets.templates | menuUrl: https://ki-admin.test/tickets/templates
MenuItem Render: [1020700] 'Ticket Tags' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tickets/tags | route_name: tickets.tags | menuUrl: https://ki-admin.test/tickets/tags
MenuItem Render: [1030000] 'Projects' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1030000 | url: - | route_name: projects.index | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1030100] 'All Projects' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: projects.all | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1030200] 'Create Project' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: projects.create | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1030300] 'Overview' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/projects/overview | route_name: projects.overview | menuUrl: https://ki-admin.test/projects/overview
MenuItem Render: [1030400] 'Milestones' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/projects/milestones | route_name: projects.milestones | menuUrl: https://ki-admin.test/projects/milestones
MenuItem Render: [1030500] 'Linked Tasks' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: projects.linked-tasks | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1030600] 'Linked Tickets' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: projects.linked-tickets | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1030700] 'Team Setup' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/projects/team | route_name: projects.team | menuUrl: https://ki-admin.test/projects/team
MenuItem Render: [1030800] 'Files' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/projects/files | route_name: projects.files | menuUrl: https://ki-admin.test/projects/files
MenuItem Render: [1030900] 'Timeline' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/projects/timeline | route_name: projects.timeline | menuUrl: https://ki-admin.test/projects/timeline
MenuItem Render: [1031000] 'Reports' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/projects/reports | route_name: projects.reports | menuUrl: https://ki-admin.test/projects/reports
MenuItem Render: [1040000] 'Tasks' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1040000 | url: - | route_name: tasks.index | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1040100] 'My Tasks' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tasks/my | route_name: tasks.my | menuUrl: https://ki-admin.test/tasks/my
MenuItem Render: [1040200] 'Team Tasks' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tasks/team | route_name: tasks.team | menuUrl: https://ki-admin.test/tasks/team
MenuItem Render: [1040300] 'Templates' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tasks/templates | route_name: tasks.templates | menuUrl: https://ki-admin.test/tasks/templates
MenuItem Render: [1040400] 'Statuses' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tasks/statuses | route_name: tasks.statuses | menuUrl: https://ki-admin.test/tasks/statuses
MenuItem Render: [1040500] 'Linked Projects' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: tasks.linked-projects | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1040600] 'Linked Tickets' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: tasks.linked-tickets | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1040700] 'Calendar Sync' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tasks/calendar | route_name: tasks.calendar | menuUrl: https://ki-admin.test/tasks/calendar
MenuItem Render: [1050000] 'Knowledge Base' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1050000 | url: https://ki-admin.test/knowledge-base | route_name: knowledge.index | menuUrl: https://ki-admin.test/knowledge-base
MenuItem Render: [1050100] 'Browse Articles' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/knowledge/browse | route_name: knowledge.browse | menuUrl: https://ki-admin.test/knowledge/browse
MenuItem Render: [1050200] 'Manage Articles' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/knowledge/manage | route_name: knowledge.manage | menuUrl: https://ki-admin.test/knowledge/manage
MenuItem Render: [1050300] 'Categories' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/knowledge/categories | route_name: knowledge.categories | menuUrl: https://ki-admin.test/knowledge/categories
MenuItem Render: [1050400] 'Feedback' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/knowledge/feedback | route_name: knowledge.feedback | menuUrl: https://ki-admin.test/knowledge/feedback
MenuItem Render: [1050500] 'Drafts Queue' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/knowledge/drafts | route_name: knowledge.drafts | menuUrl: https://ki-admin.test/knowledge/drafts
MenuItem Render: [1060000] 'Calendar' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1060000 | url: - | route_name: calendar.index | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1060100] 'My Calendar' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/calendar/my | route_name: calendar.my | menuUrl: https://ki-admin.test/calendar/my
MenuItem Render: [1060200] 'Team Calendar' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/calendar/team | route_name: calendar.team | menuUrl: https://ki-admin.test/calendar/team
MenuItem Render: [1060300] 'Ticket Due Dates' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/calendar/tickets | route_name: calendar.tickets | menuUrl: https://ki-admin.test/calendar/tickets
MenuItem Render: [1060400] 'Task Due Dates' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/calendar/tasks | route_name: calendar.tasks | menuUrl: https://ki-admin.test/calendar/tasks
MenuItem Render: [1060500] 'Event Types' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/calendar/events | route_name: calendar.events | menuUrl: https://ki-admin.test/calendar/events
MenuItem Render: [1060600] 'Sync Settings' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/calendar/sync | route_name: calendar.sync | menuUrl: https://ki-admin.test/calendar/sync
MenuItem Render: [1070000] 'Email' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1070000 | url: - | route_name: email.index | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1070100] 'Inbox' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/email/inbox | route_name: email.inbox | menuUrl: https://ki-admin.test/email/inbox
MenuItem Render: [1070200] 'Sent' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/email/sent | route_name: email.sent | menuUrl: https://ki-admin.test/email/sent
MenuItem Render: [1070300] 'Drafts' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/email/drafts | route_name: email.drafts | menuUrl: https://ki-admin.test/email/drafts
MenuItem Render: [1070400] 'Ticket Emails' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/email/tickets | route_name: email.tickets | menuUrl: https://ki-admin.test/email/tickets
MenuItem Render: [1070500] 'Task Emails' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/email/tasks | route_name: email.tasks | menuUrl: https://ki-admin.test/email/tasks
MenuItem Render: [1070600] 'Templates' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/email/templates | route_name: email.templates | menuUrl: https://ki-admin.test/email/templates
MenuItem Render: [1070700] 'Email' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/settings/email | route_name: settings.email | menuUrl: https://ki-admin.test/settings/email
MenuItem Render: [1080000] 'Assets & Files' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1080000 | url: - | route_name: files.index | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1080100] 'Upload File' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/files/upload | route_name: files.upload | menuUrl: https://ki-admin.test/files/upload
MenuItem Render: [1080200] 'My Files' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/files/my | route_name: files.my | menuUrl: https://ki-admin.test/files/my
MenuItem Render: [1080300] 'Shared Files' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/files/shared | route_name: files.shared | menuUrl: https://ki-admin.test/files/shared
MenuItem Render: [1080400] 'Ticket Files' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/files/tickets | route_name: files.tickets | menuUrl: https://ki-admin.test/files/tickets
MenuItem Render: [1080500] 'Task Docs' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/files/tasks | route_name: files.tasks | menuUrl: https://ki-admin.test/files/tasks
MenuItem Render: [1080600] 'KB Assets' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/files/knowledge | route_name: files.knowledge | menuUrl: https://ki-admin.test/files/knowledge
MenuItem Render: [1080700] 'Image Library' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/files/images | route_name: files.images | menuUrl: https://ki-admin.test/files/images
MenuItem Render: [1080800] 'File Metadata' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/files/metadata | route_name: files.metadata | menuUrl: https://ki-admin.test/files/metadata
MenuItem Render: [1080900] 'Retention Rules' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/files/retention | route_name: files.retention | menuUrl: https://ki-admin.test/files/retention
MenuItem Render: [1081000] 'Access Logs' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/files/logs | route_name: files.logs | menuUrl: https://ki-admin.test/files/logs
MenuItem Render: [1090000] 'Reports' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1090000 | url: - | route_name: reports.index | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1090100] 'Ticket Stats' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/reports/tickets | route_name: reports.tickets | menuUrl: https://ki-admin.test/reports/tickets
MenuItem Render: [1090200] 'Task Rates' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/reports/tasks | route_name: reports.tasks | menuUrl: https://ki-admin.test/reports/tasks
MenuItem Render: [1090300] 'Agent Score' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/reports/agents | route_name: reports.agents | menuUrl: https://ki-admin.test/reports/agents
MenuItem Render: [1090400] 'CSAT' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: reports.csat | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1090500] 'System Logs' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/reports/logs | route_name: reports.logs | menuUrl: https://ki-admin.test/reports/logs
MenuItem Render: [1090600] 'Export Center' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/reports/export | route_name: reports.export | menuUrl: https://ki-admin.test/reports/export
MenuItem Render: [1100000] 'Users & Roles' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1100000 | url: https://ki-admin.test/users/index | route_name: users.index | menuUrl: https://ki-admin.test/users/index
MenuItem Render: [1100100] 'All Users' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: users.all | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1100200] 'Add User' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: users.add | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1100300] 'User Activity' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/users/activity | route_name: users.activity | menuUrl: https://ki-admin.test/users/activity
MenuItem Render: [1100400] 'Modern View' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/users/modern | route_name: users.modern | menuUrl: https://ki-admin.test/users/modern
MenuItem Render: [1100500] 'Roles & Access' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: roles.access | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1100600] 'Role Menus' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/roles/menus | route_name: roles.menus | menuUrl: https://ki-admin.test/roles/menus
MenuItem Render: [1100700] 'User Menus' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/users/menus | route_name: users.menus | menuUrl: https://ki-admin.test/users/menus
MenuItem Render: [1110000] 'Settings' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1110000 | url: - | route_name: settings.index | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1110100] 'System' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/settings/system | route_name: settings.system | menuUrl: https://ki-admin.test/settings/system
MenuItem Render: [1110200] 'Ticket' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: settings.ticket | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1110300] 'Task' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: settings.task | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1110400] 'Notifications' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/settings/notifications | route_name: settings.notifications | menuUrl: https://ki-admin.test/settings/notifications
MenuItem Render: [1110500] 'Security' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/settings/security | route_name: settings.security | menuUrl: https://ki-admin.test/settings/security
MenuItem Render: [1110600] 'API Links' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/settings/api | route_name: settings.api | menuUrl: https://ki-admin.test/settings/api
MenuItem Render: [1110700] 'Audit Trail' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/settings/audit | route_name: settings.audit | menuUrl: https://ki-admin.test/settings/audit
MenuItem Render: [1120000] 'Admin Tools' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1120000 | url: - | route_name: admin.tools | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1120100] 'Import/Export' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: admin.import-export | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1120200] 'Migration Viewer' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/admin/migrations | route_name: admin.migrations | menuUrl: https://ki-admin.test/admin/migrations
MenuItem Render: [1120300] 'Seeder Manager' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/admin/seeders | route_name: admin.seeders | menuUrl: https://ki-admin.test/admin/seeders
MenuItem Render: [1120400] 'Cache Monitor' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/admin/cache | route_name: admin.cache | menuUrl: https://ki-admin.test/admin/cache
MenuItem Render: [1120500] 'Health Check' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/admin/health | route_name: admin.health | menuUrl: https://ki-admin.test/admin/health
MenuItem Render: [1130000] 'QA & Testing' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1130000 | url: - | route_name: qa.index | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1130100] 'Test Scenarios' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/qa/scenarios | route_name: qa.scenarios | menuUrl: https://ki-admin.test/qa/scenarios
MenuItem Render: [1130200] 'Mock Tickets' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/qa/mock | route_name: qa.mock | menuUrl: https://ki-admin.test/qa/mock
MenuItem Render: [1130300] 'UI Preview' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/qa/ui | route_name: qa.ui | menuUrl: https://ki-admin.test/qa/ui
MenuItem Render: [1130400] 'Regression List' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/qa/regression | route_name: qa.regression | menuUrl: https://ki-admin.test/qa/regression
MenuItem Render: [1140000] 'Integrations' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1140000 | url: - | route_name: integrations.index | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1140100] 'Webhooks' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/integrations/webhooks | route_name: integrations.webhooks | menuUrl: https://ki-admin.test/integrations/webhooks
MenuItem Render: [1140200] 'Third-Party Apps' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/integrations/apps | route_name: integrations.apps | menuUrl: https://ki-admin.test/integrations/apps
MenuItem Render: [1140300] 'Slack/Teams Alerts' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/integrations/notifications | route_name: integrations.notifications | menuUrl: https://ki-admin.test/integrations/notifications
MenuItem Render: [1140400] 'CRM Sync' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/integrations/crm | route_name: integrations.crm | menuUrl: https://ki-admin.test/integrations/crm
MenuItem Render: [1140500] 'API Endpoints' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/integrations/api | route_name: integrations.api | menuUrl: https://ki-admin.test/integrations/api
MenuItem Render: [1150000] 'Compliance' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1150000 | url: - | route_name: compliance.index | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1150100] 'Audit Logs' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/compliance/audit | route_name: compliance.audit | menuUrl: https://ki-admin.test/compliance/audit
MenuItem Render: [1150200] 'Retention Policy' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/compliance/retention | route_name: compliance.retention | menuUrl: https://ki-admin.test/compliance/retention
MenuItem Render: [1150300] 'GDPR Tools' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/compliance/gdpr | route_name: compliance.gdpr | menuUrl: https://ki-admin.test/compliance/gdpr
MenuItem Render: [1150400] 'Access Reviews' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/compliance/access | route_name: compliance.access | menuUrl: https://ki-admin.test/compliance/access
MenuItem Render: [1160000] 'Help & Onboarding' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1160000 | url: - | route_name: help.index | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1160100] 'Getting Started' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/help/started | route_name: help.started | menuUrl: https://ki-admin.test/help/started
MenuItem Render: [1160200] 'Walkthroughs' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: help.walkthroughs | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1160300] 'FAQ' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/help/faq | route_name: help.faq | menuUrl: https://ki-admin.test/help/faq
MenuItem Render: [1160400] 'Contact Support' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/help/contact | route_name: help.contact | menuUrl: https://ki-admin.test/help/contact
MenuItem Render: [1160500] 'Feedback' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/help/feedback | route_name: help.feedback | menuUrl: https://ki-admin.test/help/feedback
MenuItem Render: [1170000] 'Menu Management' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1170000 | url: - | route_name: menu.index | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1170100] 'List Menus' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: menu.list | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1170200] 'Create Menu' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: menu.create | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1170300] 'Edit Menu' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: menu.edit | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1170400] 'Reorder Menus' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: menu.reorder | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1170500] 'Toggle Visibility' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: menu.visibility | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1170600] 'Set Parent/Child' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: menu.parent-child | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1170700] 'Permissions Log' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: menu.permissions | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1010000] 'Dashboard' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1010000 | url: - | route_name: dashboard.index | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1010100] 'System Overview' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/dashboard/overview | route_name: dashboard.overview | menuUrl: https://ki-admin.test/dashboard/overview
MenuItem Render: [1010200] 'My Activity' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/dashboard/activity | route_name: dashboard.activity | menuUrl: https://ki-admin.test/dashboard/activity
MenuItem Render: [1010300] 'Quick Actions' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/dashboard/quick | route_name: dashboard.quick | menuUrl: https://ki-admin.test/dashboard/quick
MenuItem Render: [1010400] 'Agent Dashboard' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/dashboard/agent | route_name: dashboard.agent | menuUrl: https://ki-admin.test/dashboard/agent
MenuItem Render: [1010500] 'Manager Dashboard' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/dashboard/manager | route_name: dashboard.manager | menuUrl: https://ki-admin.test/dashboard/manager
MenuItem Render: [1010600] 'Admin Dashboard' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/dashboard/admin | route_name: dashboard.admin | menuUrl: https://ki-admin.test/dashboard/admin
MenuItem Render: [1010700] 'Custom Dashboard' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: menu_1010700 | url: https://ki-admin.test/dashboard/custom | route_name: dashboard.custom | menuUrl: https://ki-admin.test/dashboard/custom
MenuItem Render: [1010710] 'Add Card' | Level: 2 | activeMenuId: - | isActive: NO | collapseId: - | url: - | route_name: dashboard.custom.add | menuUrl: https://ki-admin.test/dashboard
MenuItem Render: [1010720] 'Reorder Cards' | Level: 2 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/dashboard/custom/reorder | route_name: dashboard.custom.reorder | menuUrl: https://ki-admin.test/dashboard/custom/reorder
MenuItem Render: [1010730] 'Save Layout' | Level: 2 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/dashboard/custom/save | route_name: dashboard.custom.save | menuUrl: https://ki-admin.test/dashboard/custom/save
MenuItem Render: [1010740] 'Set Default' | Level: 2 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/dashboard/custom/default | route_name: dashboard.custom.default | menuUrl: https://ki-admin.test/dashboard/custom/default
MenuItem Render: [1020000] 'Tickets' | Level: 0 | activeMenuId: - | isActive: NO | collapseId: menu_1020000 | url: https://ki-admin.test/tickets | route_name: tickets.index | menuUrl: https://ki-admin.test/tickets
MenuItem Render: [1020100] 'Create Ticket' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tickets/create | route_name: tickets.create | menuUrl: https://ki-admin.test/tickets/create
MenuItem Render: [1020200] 'My Tickets' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tickets/my | route_name: tickets.my | menuUrl: https://ki-admin.test/tickets/my
MenuItem Render: [1020300] 'All Tickets' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tickets/all | route_name: tickets.all | menuUrl: https://ki-admin.test/tickets/all
MenuItem Render: [1020400] 'Unassigned' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tickets/unassigned | route_name: tickets.unassigned | menuUrl: https://ki-admin.test/tickets/unassigned
MenuItem Render: [1020500] 'Closed Tickets' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tickets/closed | route_name: tickets.closed | menuUrl: https://ki-admin.test/tickets/closed
MenuItem Render: [1020600] 'Templates' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tickets/templates | route_name: tickets.templates | menuUrl: https://ki-admin.test/tickets/templates
MenuItem Render: [1020700] 'Ticket Tags' | Level: 1 | activeMenuId: - | isActive: NO | collapseId: - | url: https://ki-admin.test/tickets/tags | route_name: tickets.tags | menuUrl: https://ki-admin.test/tickets/tags
